signature,gene,correlation_with_score
Park CD4+Tmem,GPR183,0.19804786121628135
Park CD4+Tmem,CCR6,0.18634293531934334
Park CD4+Tmem,RPL36A,0.17382697777325387
Park CD4+Tmem,TTC39C,0.1550555538420791
Park CD4+Tmem,KLRB1,0.1294761713131821
Park CD4+Tmem,RORA,0.1006486218812349
Park CD8+T,CD8B,0.34979774410998765
Park CD8+T,GZMM,0.33602990044550535
Park CD8+T,CHI3L2,0.32751050543262167
Park CD8+T,CD7,0.30738504920947246
Park CD8+T,CD8A,0.30251464686213636
Park CD8+T,CCR7,0.30088099865659884
Park CD8+T,PECAM1,0.2789336762543893
Park CD8+T,PIK3IP1,0.25338043123011483
Park CD8+T,STK17A,0.24878414944386962
Park CD8+T,LRRN3,0.2423480989088392
Park CD8+T,STAG3,0.23754653498814737
Park CD8+T,ABLIM1,0.2361361334084218
Park CD8+T,ACTN1,0.2228507905045948
Park CD8+T,PDE3B,0.22064386982769052
Park CD8+T,S100B,0.20768140207776759
Park CD8+T,CLEC2D,0.20490774998730188
Park CD8+T,IL7R,0.1895404823381017
Park CD8+T,CYTIP,0.1413942309347043
Park CD8+Tmem,NKG7,0.5432596721156943
Park CD8+Tmem,CTSW,0.5264857801988695
Park CD8+Tmem,CCL5,0.5007040969800477
Park CD8+Tmem,CST7,0.48119298548511585
Park CD8+Tmem,CD8A,0.4801686902923106
Park CD8+Tmem,COTL1,0.46347830937010553
Park CD8+Tmem,HCST,0.4541977010556433
Park CD8+Tmem,CCL4,0.30498342195665956
Park CD8+Tmem,GZMK,0.26593227981535633
Park CD8+Tmem,CRTAM,0.25430670183393544
Park CD8+Tmem,CD8B,0.2478671309624716
Park CD8+Tmem,MT2A,0.24067788918290212
Park CD8+Tmem,DUSP2,0.2337157851437967
Park CD8+Tmem,RGCC,0.16824535966309795
Park CD8+Tmem,LYAR,0.1674616003906718
Park CD8+Tmem,ANXA1,0.1582022592105377
Park CD8+Tmem,PTGER4,0.14939872528477055
Park CD8+Tmem,SAT1,0.14296863569446358
Park CD8+Tmem,ZFP36L2,0.12203764315347705
Park CD8+Tmem,HLA-DPB1,0.07530752243322683
Park gdT,SELL,0.42839205140448366
Park gdT,SH3BP5,0.4021310384538008
Park gdT,ARL4C,0.3815940014208269
Park gdT,ANXA1,0.3638456398796911
Park gdT,LAT,0.3431716724859208
Park gdT,LIMD2,0.32566403022101215
Park gdT,RTKN2,0.3164794803282274
Park gdT,FCGRT,0.2970977919847221
Park gdT,MLLT11,0.29685986927924546
Park gdT,CD247,0.25366613500735213
Park gdT,SEMA4D,0.24975745235154487
Park gdT,TESPA1,0.23915298357452974
Park gdT,MYL6B,0.21914561244701541
Park gdT,TDG,0.2093305286224674
Park gdT,TRGC2,0.20921118089664567
Park gdT,ID3,0.1889554476211417
Park gdT,SMPD3,0.15294188582966572
Park gdT,TRDC,0.14744142934210472
Park gdT,CCR9,0.02727887165534135
Park CD8aa(I),CD2,0.3572302990486539
Park CD8aa(I),CD8A,0.3186982460713335
Park CD8aa(I),CD27,0.3167114380800922
Park CD8aa(I),LIMD2,0.30868693525083846
Park CD8aa(I),TRAC,0.2968072396459578
Park CD8aa(I),LCP2,0.2946651996082073
Park CD8aa(I),PRKCH,0.2826596295412543
Park CD8aa(I),LEF1,0.26215123794762957
Park CD8aa(I),SH2D1A,0.2517796831172438
Park CD8aa(I),SH3BGRL3,0.2425299305922474
Park CD8aa(I),TOX,0.2408202727071171
Park CD8aa(I),IKZF1,0.2242368733755824
Park CD8aa(I),CAPZA1,0.22342344094166164
Park CD8aa(I),ELOVL5,0.21617902976068543
Park CD8aa(I),XCL1,0.20674672924582133
Park CD8aa(I),PTPN7,0.20213316806874873
Park CD8aa(I),CD28,0.1955764357811255
Park CD8aa(I),AQP3,0.1644804049955767
Park CD8aa(I),NUCB2,0.15725528323863983
Park CD8aa(I),GNG4,0.05139437677602803
Park CD8aa(II),ZNF683,0.39073346250158664
Park CD8aa(II),CD7,0.39069489947094926
Park CD8aa(II),CTSW,0.3428762535377159
Park CD8aa(II),HCST,0.3310039411173625
Park CD8aa(II),TRGC1,0.31579189945444647
Park CD8aa(II),CLEC2D,0.29140375472569086
Park CD8aa(II),TRG-AS1,0.2771508722413004
Park CD8aa(II),TRGC2,0.27598636199898635
Park CD8aa(II),ELF1,0.23634877882992533
Park CD8aa(II),IKZF2,0.22935629226323012
Park CD8aa(II),PPP2R5C,0.22507633173867564
Park CD8aa(II),RTKN2,0.21643489515802972
Park CD8aa(II),ID3,0.20899690702843945
Park CD8aa(II),DCXR,0.19714650102821465
Park CD8aa(II),RGS2,0.1940674057505369
Park CD8aa(II),SMC4,0.19355901184830612
Park CD8aa(II),ACTN1,0.1935540117820247
Park CD8aa(II),CPNE7,0.1555585524288758
Park CD8aa(II),SMIM24,0.08193589038601698
Park NK,CTSW,0.6577212143488097
Park NK,NKG7,0.5858633168968823
Park NK,GZMB,0.5433574376151161
Park NK,PRF1,0.521356970861919
Park NK,FCER1G,0.5023951174968213
Park NK,KLRC1,0.47549809123008596
Park NK,MATK,0.4039796053118647
Park NK,IL2RB,0.38143155029835757
Park NK,GZMH,0.35618765849776346
Park NK,TYROBP,0.3548750540687952
Park NK,CCL3,0.3519135523194917
Park NK,HOPX,0.32875825388967395
Park NK,KLRD1,0.28110105293121124
Park NK,XCL2,0.27851937820139916
Park NK,XCL1,0.2739708424122161
Park NK,GNLY,0.23099793189554593
Park NK,CMC1,0.20332402351704407
Park NK,IFITM2,0.20317241998307778
Park NK,KLRB1,0.06023297533629239
Park NK,KLRF1,0.027637678942937526
Park ILC3,LTB,0.5792542186850169
Park ILC3,KLRB1,0.5505295878234416
Park ILC3,TMIGD2,0.5067401627922546
Park ILC3,IL4I1,0.5014104657912285
Park ILC3,KIT,0.4859350529611028
Park ILC3,LST1,0.4723692697797922
Park ILC3,TNFRSF25,0.4576046252825551
Park ILC3,JAML,0.4192849698770367
Park ILC3,CD52,0.33002056960036574
Park ILC3,LINC00299,0.32106003058974
Park ILC3,NFKBIA,0.259912558769153
Park ILC3,TRDC,0.24826792411838935
Park ILC3,ZBTB16,0.24327441065234767
Park ILC3,S100A4,0.2004369710110511
Park ILC3,IL7R,0.18246018982255394
Park ILC3,SLC16A3,0.18063914894554037
Park ILC3,TEX30,0.13480776614495407
Park ILC3,KRT86,0.12310889422505904
Park ILC3,DLL1,0.06382788502849503
Park ILC3,AREG,0.03246795852590995
Park NKT,NKG7,0.567677098351206
Park NKT,CCL5,0.507246458508779
Park NKT,GIMAP4,0.4412735804440106
Park NKT,CST7,0.4328808583970929
Park NKT,CD8A,0.4041818597174419
Park NKT,GZMM,0.40410983606451734
Park NKT,GZMK,0.32107716199870434
Park NKT,TRGC1,0.28785482676427376
Park NKT,LITAF,0.2645615972874137
Park NKT,TRDC,0.2645522613111778
Park NKT,CLEC2B,0.26062723957000516
Park NKT,PYHIN1,0.25223804142611433
Park NKT,SAMD3,0.23290769931325067
Park NKT,HSPA1A,0.20100082223187343
Park NKT,IL32,0.197025230621459
Park NKT,XCL1,0.19180236285782662
Park NKT,CD44,0.19080967873523297
Park NKT,HSPA1B,0.18177276023825475
Park NKT,ITM2C,0.16310139598768442
Park NKT,HSPD1,0.10650676861541329
Park T(agonist),TNFRSF1B,0.34341931294206013
Park T(agonist),VASP,0.3348753244568785
Park T(agonist),COTL1,0.3314276771091786
Park T(agonist),ITGAE,0.3155370215110796
Park T(agonist),LCP2,0.30064610711341183
Park T(agonist),CD247,0.2954574750532717
Park T(agonist),UBE2F,0.27600583900553677
Park T(agonist),LAT,0.2727460813326834
Park T(agonist),CCND2,0.2721513382746365
Park T(agonist),PHB,0.26291658231870124
Park T(agonist),ITM2A,0.25044456314991465
Park T(agonist),CD40LG,0.22735641388333003
Park T(agonist),CREM,0.22644612639654152
Park T(agonist),DHRS3,0.22045378354617964
Park T(agonist),SMS,0.21999148004358846
Park T(agonist),BACH2,0.21599688705301093
Park T(agonist),MAGEH1,0.21529988690230278
Park T(agonist),NREP,0.20140800711837553
Park T(agonist),SERPINE2,0.07284450715527582
Park Tfh,FLT3LG,0.3514116573943209
Park Tfh,FXYD5,0.33719022904166096
Park Tfh,IL7R,0.33132466794427823
Park Tfh,S100A4,0.31462297399714706
Park Tfh,ZFP36,0.3084386665216511
Park Tfh,NDUFV2,0.28809023900158687
Park Tfh,FOSB,0.25265216580082744
Park Tfh,FAM177A1,0.24758765352418532
Park Tfh,PRNP,0.24534080904595013
Park Tfh,CCNH,0.24432340547948367
Park Tfh,CAMK4,0.23973329203522906
Park Tfh,EIF4A3,0.2244314668251383
Park Tfh,DDIT4,0.2172066250880712
Park Tfh,ALG13,0.20826166191903414
Park Tfh,PTGER4,0.20780691971341286
Park Tfh,NR4A2,0.19604925543985283
Park Tfh,PNPLA2,0.18818310763459534
Park Tfh,SC5D,0.18817387855821868
Park Tfh,HIST1H4C,0.1477666339014033
Park Th17,IL7R,0.3867585150561332
Park Th17,CDC25B,0.3721742342098347
Park Th17,LTB,0.3607758654067317
Park Th17,IFITM2,0.34726186645747265
Park Th17,NOSIP,0.3395928287730516
Park Th17,ANXA1,0.3148273116331742
Park Th17,CD40LG,0.3077798801137311
Park Th17,TC2N,0.2915119406334212
Park Th17,ZBTB16,0.2872847233214589
Park Th17,C12orf75,0.2813132818825083
Park Th17,PLAC8,0.2695377330661849
Park Th17,TESPA1,0.26487506228129964
Park Th17,SPOCK2,0.23454979946096402
Park Th17,SORL1,0.21825507518165702
Park Th17,CARHSP1,0.20341555314265522
Park Th17,HPGD,0.18992246489901257
Park Th17,SGK1,0.14307623453088616
Park Th17,KLRB1,0.14020465056850623
Park Th17,BLK,0.05730052687960124
Park Treg,GBP2,0.3584366526869358
Park Treg,IL32,0.3301924540865857
Park Treg,TNFRSF4,0.3110440493855443
Park Treg,BATF,0.28271862394701136
Park Treg,CARD16,0.27152344193139893
Park Treg,FOXP3,0.2685390454056807
Park Treg,TNFRSF18,0.2649666124780416
Park Treg,MIR4435-2HG,0.24698283043608085
Park Treg,S100A4,0.24595682601697047
Park Treg,EPSTI1,0.24527254529205142
Park Treg,CD7,0.2437161154010652
Park Treg,IL2RA,0.24254169175488147
Park Treg,ICOS,0.24156772484045824
Park Treg,CTLA4,0.22680711842024193
Park Treg,PIM2,0.22583050034222643
Park Treg,RTKN2,0.21503037833960104
Park Treg,PMAIP1,0.16233564628608935
Park Treg,TIGIT,0.1057944301465344
Park Treg,AC133644.2,0.055137696817145074
Park Treg(diff),IFITM1,0.38554340660596675
Park Treg(diff),FXYD5,0.34772327320419955
Park Treg(diff),LEF1,0.3470552566152246
Park Treg(diff),TNFRSF14,0.31621925190797584
Park Treg(diff),CD27,0.3065406290430621
Park Treg(diff),CCR7,0.3065043184482724
Park Treg(diff),S100A4,0.2932251272791291
Park Treg(diff),SELL,0.29215568883680937
Park Treg(diff),PIK3IP1,0.2813366728281863
Park Treg(diff),BIRC3,0.26513577163813024
Park Treg(diff),DGKA,0.25345737741605395
Park Treg(diff),MORC3,0.236567338270586
Park Treg(diff),FOXP3,0.20721361445776793
Park Treg(diff),RGS2,0.20596017909311146
Park Treg(diff),RGS1,0.1985157987010672
Park Treg(diff),AAK1,0.18215886056045963
Park Treg(diff),TAGAP,0.17580933738862065
Park Treg(diff),NDUFV2,0.14283779636756244
Park Treg(diff),GNG8,0.07951686050701177
Park Treg(diff),CTLA4,0.06254755435247392
Chopp hs-ImCD4,CD40LG,0.3214070903776907
Chopp hs-ImCD4,FCGRT,0.3090504479574628
Chopp hs-ImCD4,TRAT1,0.3083284508016319
Chopp hs-ImCD4,TMSB10,0.30214630617987903
Chopp hs-ImCD4,ITM2A,0.2857243203860364
Chopp hs-ImCD4,NDFIP1,0.2695658095734206
Chopp hs-ImCD4,SELENOW,0.2674882497697402
Chopp hs-ImCD4,HPGD,0.25862858048433734
Chopp hs-ImCD4,CD69,0.25707445063913265
Chopp hs-ImCD4,SCML4,0.24134598912578617
Chopp hs-ImCD4,MSL3,0.23259321853556275
Chopp hs-ImCD4,RNASET2,0.23214209882663028
Chopp hs-ImCD4,BACH2,0.23112046846929907
Chopp hs-ImCD4,STAT5A,0.23090190261616603
Chopp hs-ImCD4,ID2,0.21600160550227848
Chopp hs-ImCD4,SYTL2,0.19923750145931204
Chopp hs-ImCD4,SCML1,0.1814280882379334
Chopp hs-ImCD4,ARMH1,0.13300492435520447
Chopp hs-ImCD4,TRABD2A,0.10487942562422749
Chopp hs-MatCD4,KLF2,0.5687881628502226
Chopp hs-MatCD4,EMP3,0.5250913983499201
Chopp hs-MatCD4,SELL,0.5012596590520355
Chopp hs-MatCD4,RIPOR2,0.4977815432899528
Chopp hs-MatCD4,GIMAP7,0.48209099141239464
Chopp hs-MatCD4,IFITM2,0.44596602614230824
Chopp hs-MatCD4,IL7R,0.42365488085594083
Chopp hs-MatCD4,FXYD5,0.38956714201716364
Chopp hs-MatCD4,NOSIP,0.37669891724458276
Chopp hs-MatCD4,PRMT2,0.32818907379036766
Chopp hs-MatCD4,DENND2D,0.30141510059104243
Chopp hs-MatCD4,CD40LG,0.2918690727716348
Chopp hs-MatCD4,FCGRT,0.2690840741598944
Chopp hs-MatCD4,CCR7,0.2665867698060923
Chopp hs-MatCD4,GIMAP4,0.23813796885463626
Chopp hs-MatCD4,CORO1B,0.22191100905125682
Chopp hs-MatCD4,TC2N,0.19675434143218518
Chopp hs-MatCD4,SCML4,0.18180339520453698
Chopp hs-MatCD4,PIK3IP1,0.17035505748885663
Chopp hs-MatCD4,CTSL,0.07133779031613002
Chopp hs-ImCD8,GZMM,0.366171805954252
Chopp hs-ImCD8,LINC02446,0.3555912665900042
Chopp hs-ImCD8,CD8B,0.35168982527522447
Chopp hs-ImCD8,CD8A,0.35010649727826676
Chopp hs-ImCD8,CHI3L2,0.3269958735965456
Chopp hs-ImCD8,CD7,0.305266272427922
Chopp hs-ImCD8,CCR7,0.2875140798322164
Chopp hs-ImCD8,PAXX,0.25052144425491624
Chopp hs-ImCD8,AOAH,0.24921230952386475
Chopp hs-ImCD8,STK17A,0.2475360103764753
Chopp hs-ImCD8,ABLIM1,0.24732030567593985
Chopp hs-ImCD8,STAG3,0.24409965868397085
Chopp hs-ImCD8,RPS10,0.2438245994703794
Chopp hs-ImCD8,LRRN3,0.21758109063558298
Chopp hs-ImCD8,ACTN1,0.2174310015919238
Chopp hs-ImCD8,RPLP0,0.1998006336707075
Chopp hs-ImCD8,CLEC2D,0.17500506703621782
Chopp hs-ImCD8,FTL,0.11199414613808512
Chopp hs-ImCD8,IL7R,0.11141297525220809
Chopp hs-MatCD8,RPS2,0.5353498977406951
Chopp hs-MatCD8,RPL13,0.5261795487521768
Chopp hs-MatCD8,RPS18,0.5130761285543924
Chopp hs-MatCD8,RPS5,0.4395493976720534
Chopp hs-MatCD8,RPLP1,0.3986181939726623
Chopp hs-MatCD8,CCR7,0.3468633260637517
Chopp hs-MatCD8,SELL,0.3329154028099309
Chopp hs-MatCD8,PLAC8,0.296509885428596
Chopp hs-MatCD8,IL7R,0.2608274542751965
Chopp hs-MatCD8,GIMAP7,0.26061473888280334
Chopp hs-MatCD8,MYC,0.2604172752144345
Chopp hs-MatCD8,RPS19,0.24598751227643023
Chopp hs-MatCD8,LRRN3,0.22693467486501517
Chopp hs-MatCD8,LDLRAP1,0.20760566507422668
Chopp hs-MatCD8,LINC00861,0.20257450527629178
Chopp hs-MatCD8,PASK,0.1856141544832949
Chopp hs-MatCD8,LINC02446,0.18183137682530265
Chopp hs-MatCD8,CD55,0.1631074616321692
Chopp hs-MatCD8,PDE3B,0.14815240939561078
Chopp hs-MatCD8,NELL2,0.10745997178247953
Chopp hs-CD8,DUSP2,0.3437810415083424
Chopp hs-CD8,EGR1,0.2915148091141663
Chopp hs-CD8,CD69,0.28712917238856767
Chopp hs-CD8,ZFP36,0.2776993310798293
Chopp hs-CD8,PTPN6,0.2643025220049368
Chopp hs-CD8,NAB2,0.2558715887252032
Chopp hs-CD8,TRAT1,0.2514734515984723
Chopp hs-CD8,ICOS,0.25075589340079063
Chopp hs-CD8,CLEC2D,0.2499792762714576
Chopp hs-CD8,SH2D2A,0.24749956035538223
Chopp hs-CD8,ID3,0.2453750293597318
Chopp hs-CD8,NR4A1,0.24504319321937215
Chopp hs-CD8,LRRN3,0.2316601803426028
Chopp hs-CD8,ID2,0.22725817852492036
Chopp hs-CD8,RAP1A,0.22157144937196677
Chopp hs-CD8,RGCC,0.21692037786176926
Chopp hs-CD8,SNX9,0.20853892999940285
Chopp hs-CD8,SPINK2,0.1583948479788147
Chopp hs-CD8,CD248,0.14156495803971225
Chopp hs-CD8,TRABD2A,0.09578527858971073
